text,result
Investigaciones recientes han permitido conocer que Valencia y su entorno hoy incluido dentro del entorno urbano formaban parte de una ruta comercial de cerámica de lujo,es
Reestructuración,es
It used a large number of valves (vacuum tubes),en
ces machines sont coûteuses un peu embarrassantes par le volume et sujettes à se déranger,fr
In special cases the input may be only partially available or restricted to special feedback,en
Educación,es
For example using job hiring data from a firm with racist hiring policies may lead to a machine learning system duplicating the bias by scoring job applicants against similarity to previous successful applicants,en
Ce désir engendra la création et la construction d'abaques de toutes sortes commençant avec le groupement de petits objets comme des cailloux utilisés initialement en petits tas puis utilisés comme compteurs sur des planches compartimentées et enfin coulissant sur des fils montés dans un cadre comme dans le boulier,fr
Peripheral devices allow information to be retrieved from an external source and they enable the result of operations to be saved and retrieved,en
data mining,en
Le XVIIe siècle fut un siècle charnière dans l'histoire des machines à calculer,fr
Systems which are trained on datasets collected with biases may exhibit these biases upon use (algorithmic bias) thus digitizing cultural prejudices,en
As a scientific endeavour machine learning grew out of the quest for artificial intelligence,en
Horloges à calculer: impossibles à construire au XVIIe siècle,fr
Une remise à zéro de la machine fait apparaître le chiffre maximum sur chaque roue de la forme 99999xxx x étant un des chiffres 5 9 11 ou 19 et dépend du type de machine utilisée (comptable scientifique géomètre),fr
Monasterio de San Miguel de los Reyes,es
Sin embargo las computadoras son utilizadas por todo el mundo con fines tecnológicos muy buenos,es
Analog computer,en
Selon Bernard Cohen auteur de l'ouvrage intitulé Howard Aiken: Portrait of a computer pioneer « les historiens des technologies et les informaticiens intéressés en histoire ont adopté un certain nombre de caractéristiques qui définissent un ordinateur,fr
The same developments allowed manufacturers to integrate computing resources into cellular phones,en
Six tours de manivelle ont suffi dans la multiplication abrégée au lieu de 13 dans la multiplication classique,fr
R: lenguaje de programación estadístico con numerosas bibliotecas relacionadas al aprendizaje automático (e1071 rpart nnet randomForest entre otras),es
clarification needed],en
Babbage passera le reste de sa vie à essayer de construire sa machine analytique mais sans succès,fr
« Une civilisation au seuil de l'ère atomique a chancelé lundi après-midi quand l'abaque vieux de 2 000 ans battit la machine à calculer électrique dans des épreuves d'addition de soustraction de division et dans un problème qui avait toutes ces opérations et même une multiplication ajoutée ,fr
It used a system of pulleys and wires to automatically calculate predicted tide levels for a set period at a particular location,en
Ver más,es
Sur une machine de grande capacité et si les nombres à soustraire sont petits l’opérateur peut soit mettre les chiffres d'ordres supérieurs à zéro soit les garder à 9 à condition de ne pas les considérer dans le résultat de la soustraction suivante,fr
Valencia,es
Sistema dinámico,es
Roue à cliquet,fr
El Cardo corresponde a las actuales calles Salvador-Almoina y el Decumano a la calle de los Caballeros,es
omograma,es
Big Data,es
Feature learning,en
Si l'on procède ainsi il n'est pas nécessaire de remettre la machine à zéro préalablement,fr
Ferrocarril,es
La première consiste à estimer un modèle à partir de données appelées observations qui sont disponibles et en nombre fini lors de la phase de conception du système,fr
Move to P2,en
Generally computers with this sort of cache are designed to move frequently needed data into the cache automatically often without the need for any intervention on the programmer's part,en
Main article: Computer software,en
See robot calibration,en
Compared to vacuum tubes transistors have many advantages: they are smaller and require less power than vacuum tubes so give off less heat,en
Reinforcement learning algorithms do not assume knowledge of an exact mathematical model of the MDP and are used when exact models are infeasible,en
Desde 2015 el alcalde es Joan Ribó de Coalició Compromís que llegó a la alcaldía gracias al Pacto de gobierno de la Nau firmado por su formación con el PSPV y València en Comú,es
For example for more precise guidance robots often contain machine vision sub-systems acting as their visual sensors linked to powerful computers or controllers,en
il est aussi facile de faire mouvoir mille et dix mille roues tout à la fois si elles y étaient quoique toutes achèvent leur mouvement très parfait que d'en faire mouvoir une seule (je ne sais si après le principe sur lequel j'ai fondé cette facilité il en reste un autre dans la nature)15,fr
Machine learning algorithms build a mathematical model based on sample data known as "training data" in order to make predictions or decisions without being explicitly programmed to perform the task,en
Including the cost of software peripherals and systems engineering the annual turnover for robot systems is estimated to be US$48,en
La question de l’accessibilité des données est sujette à controverse : dans le cas des voitures autonomes certains défendent l’accès public aux données ce qui permettrait un meilleur apprentissage aux algorithmes et ne concentrerait pas cet « or numérique » dans les mains d’une poignée d’individus de plus d’autres militent pour la privatisation des données au nom du libre marché sans négliger le fait que des bonnes données constituent un avantage compétitif et donc économique2729,fr
telefónico	96,es
Artificial neural networks,en
Valencia cuenta con dos playas urbanas de arena fina y dorada la playa de las Arenas y la playa de la Malvarrosa las cuales delimitan por el sur con el puerto de Valencia y por el norte con la playa de la Patacona de Alboraya,es
La pascaline fut la seule machine à calculer opérationnelle au XVIIe siècle11 car elle utilisait des pignons lanternes empruntés aux machines de force (moulins à eau horloges de clocher) que Pascal avait adaptés et miniaturisés pour sa machine,fr
The data is known as training data and consists of a set of training examples,en
Administraciones públicas,es
Nisa K,fr
The LEO I computer became operational in April 1951[48] and ran the world's first regular routine office computer job,en
The connections between artificial neurons are called "edges",en
francs pour améliorer cette machine29,fr
History and relationships to other fields,en
Video card,en
